iterations,error_feas_max,error_feas_mean,error_opt_max,error_opt_mean,error_total_mean
54,0.0011185422797686515,0.0004494750336388242,0.011173671826527148,0.0043339354427998685,0.002391705238219346
55,0.0011753511097216216,0.0004936757444038514,0.010297747275895738,0.0036219882464068086,0.00205783199540533
56,0.0008216920187332049,0.0003704593727926922,0.010919669440082668,0.0029472818641344102,0.0016588706184635512
57,0.0011351586236133984,0.0005752777217738841,0.0010667714293236847,0.0003317504852894277,0.00045351410353165587
58,0.0011313259415937497,0.0007508398286535539,0.0059187021899511725,0.0018296589290024846,0.0012902493788280191
59,0.0011447955081861398,0.0005082709479323962,0.006640264835605416,0.0015069990554863102,0.0010076350017093531
60,0.0011487826184249756,0.0003350514904647107,0.004430305200103544,0.0021509533099110727,0.0012430024001878917
61,0.0011542120550259028,0.0007041247523003626,0.010385355277464436,0.0028791076374305178,0.0017916161948654402
62,0.0011146748075346786,0.0004780086138118823,0.010954738710621567,0.005291617794735805,0.002884813204273844
63,0.0011295776629894297,0.0001690249771156941,0.012422236647961412,0.0051334704094639725,0.0026512476932898333
64,0.0011660938758863003,0.00046126822203415064,0.007233751203695617,0.0036259231790709335,0.0020435957005525422
65,0.001116129402781709,0.00011632692101186508,0.01815849656710949,0.004368032610612636,0.0022421797658122504
66,0.0011209649184649368,0.0002143818839781504,0.012634129507836994,0.006176567894283594,0.0031954748891308725
67,0.0010750176562924132,0.00026459684047465024,0.01676938411344287,0.006252252001959986,0.003258424421217318
68,0.0010479542549882194,0.0003303199244540831,0.016201904074706577,0.004219813923628841,0.0022750669240414623
69,0.001105443820099955,0.00033376165184934926,0.010530243331900125,0.004123747263704953,0.002228754457777151
70,0.0011606630114638123,0.0004934759271420585,0.01308718309050256,0.0029079227717652137,0.0017006993494536361
71,0.0011930878337233122,0.0003526521222663221,0.015166361570720863,0.003960776437709852,0.002156714279988087
72,0.0012242439816642508,0.0007407887221151483,0.00817007187740735,0.0017606846522717698,0.001250736687193459
73,0.0012341053233106633,0.0005991320980434812,0.014329282550837624,0.004932643742332871,0.002765887920188176
74,0.0012240692561119623,0.0005257208078829513,0.011969849164218546,0.0017168053227683833,0.0011212630653256673
75,0.0011745206783375286,0.00044118476698528167,0.004931696050086247,0.0023939202816244017,0.0014175525243048416
76,0.0011811923528862553,0.0003559639833268684,0.013245859317989836,0.004035977035333962,0.0021959705093304153
77,0.001171672684043082,0.0004978977747649362,0.006880434600088103,0.001987637045017804,0.00124276740989137
78,0.0011057334647485383,0.0003608336566938769,0.009193483953901236,0.004171752836363128,0.0022662932465285024
79,0.0011776358097006561,0.0004366581639457598,0.0031528301374853223,0.0011363241053603521,0.0007864911346530559
80,0.0011825893204438806,0.00031947928758953087,0.007301746753075079,0.0031171609575846872,0.001718320122587109
81,0.0011728515508297667,0.0004959428117096406,0.00982801246556688,0.0041619334230710734,0.002328938117390357
82,0.001152622282231792,0.0003373756419131009,0.011821339973941743,0.002457428852591216,0.0013974022472521585
83,0.0011286915456487222,0.0006190867306036178,0.009829522676368014,0.002092820722965647,0.0013559537267846325
84,0.001094250769438345,0.0003745910444568354,0.008076600766535942,0.0036366677113251976,0.0020056293778910163
85,0.0010898146639644326,0.0006386981047182057,0.011065825771031622,0.00376228571614374,0.002200491910430973
86,0.0010973719470768286,0.0005055582767711568,0.00983174392048898,0.003329649248016242,0.0019176037623936995
87,0.0010475991432651228,0.00039496737994363306,0.009977495071036216,0.0024171248657833787,0.0014060461228635058
88,0.0011086084603624112,0.0005963612280638827,0.011013187445266425,0.0018233650361287317,0.0012098631320963072
89,0.0011137884960872768,0.0003526149265130878,0.009697512360048588,0.003141129761769746,0.001746872344141417
90,0.0011193309890033909,0.0005280936346858847,0.010117531778497054,0.0030021464064917793,0.001765120020588832
91,0.0011246053774459858,0.0005668412815190384,0.010638888714533442,0.004402555875494343,0.0024846985785066905
92,0.0011296060851945886,0.000569065473962045,0.007572035649345711,0.00245825643377408,0.0015136609538680625
93,0.0011556068844210735,0.0005220206698510454,0.016372405640186893,0.006534716343782607,0.003528368506816826
94,0.001186112977205226,0.0002957905287441818,0.01191617059154328,0.005038512519180931,0.0026671515239625565
95,0.0010990538703046955,0.00028134323135949274,0.01633109810029116,0.006159236140768099,0.003220289686063796
96,0.0010994074877041316,0.00034964918155187114,0.00606520392584016,0.002849232831901956,0.0015994410067269136
97,0.0011034884715133675,0.0002924128523253553,0.007973063129220845,0.00305056191171185,0.0016714873820186027
98,0.0011040445284522186,0.0004410321360423396,0.007952741917576446,0.004363789259468659,0.0024024106977554994
99,0.001102686188746311,0.00036258023943318426,0.01200658255293489,0.003775972859526486,0.002069276549479835
100,0.0010971972757257728,0.0003976748952874986,0.009284884184828701,0.002425135373109391,0.0014114051341984448
101,0.0011122066532202222,0.0005156458895998931,0.0078179108681738,0.00301939920148905,0.0017675225455444717
102,0.0011430686383169994,0.0005116458722801422,0.00770028500069729,0.0020183342163533117,0.001264990044316727
103,0.001098575128170013,0.000403180301655681,0.014779761565161477,0.004493753621698672,0.0024484669616771765
104,0.0011007240480573786,0.00026583508933201647,0.007719476737400875,0.001720736305001944,0.0009932856971669802
105,0.0011186968678811176,0.0004980507855189497,0.011591399994894724,0.0036724874421780003,0.0020852691138484748
106,0.0010999623023203288,0.00030027472410975914,0.01094223720654792,0.003612671838381191,0.001956473281245475
